,cell type 1,cell type 2,cell type 3,cell type 4
1360,1,0,0,0
1361,0,0,0,1
1362,0,0,0,1
1363,1,0,0,0
1364,0,0,0,1
1365,0,0,0,1
1366,0,0,0,1
1367,0,1,0,0
1368,1,0,0,0
1369,0,1,0,0
1370,0,0,0,1
1371,0,0,0,1
1372,0,1,0,0
1373,0,0,0,1
1374,0,0,0,1
1375,0,0,0,1
1376,0,0,1,0
1377,1,0,0,0
1378,0,0,0,1
1379,0,0,1,0
1380,0,0,1,0
1381,0,0,0,1
1382,0,0,0,1
1383,1,0,0,0
1384,0,0,1,0
1385,0,0,0,1
1386,0,1,0,0
1387,0,0,0,1
1388,1,0,0,0
1389,0,0,0,1
1390,0,1,0,0
1391,1,0,0,0
1392,0,0,1,0
1393,0,0,0,1
1394,0,0,1,0
1395,1,0,0,0
1396,0,1,0,0
1397,0,0,0,1
1398,0,0,1,0
1399,1,0,0,0
1400,0,0,0,1
1401,0,1,0,0
1402,0,0,1,0
1403,0,0,0,1
1404,0,0,0,1
1405,0,0,1,0
1406,1,0,0,0
1407,0,0,0,1
1408,0,0,0,1
1409,0,0,0,1
1410,0,0,0,1
1411,0,0,0,1
1412,1,0,0,0
1413,0,0,1,0
1414,0,0,0,1
1415,1,0,0,0
1416,0,0,1,0
1417,0,1,0,0
1418,0,1,0,0
1419,1,0,0,0
1420,0,0,1,0
1421,0,0,0,1
1422,1,0,0,0
1423,0,0,0,1
1424,0,0,0,1
1425,1,0,0,0
1426,1,0,0,0
1427,1,0,0,0
1428,0,0,0,1
1429,0,0,0,1
1430,0,0,1,0
1431,0,1,0,0
1432,1,0,0,0
1433,0,0,0,1
1434,0,0,1,0
1435,0,0,1,0
1436,0,0,0,1
1437,0,0,1,0
1438,0,1,0,0
1439,0,1,0,0
1440,0,1,0,0
1441,0,0,0,1
1442,0,1,0,0
1443,0,1,0,0
1444,1,0,0,0
1445,0,0,0,1
1446,0,1,0,0
1447,0,0,0,1
1448,1,0,0,0
1449,0,1,0,0
1450,1,0,0,0
1451,0,1,0,0
1452,0,0,0,1
1453,1,0,0,0
1454,0,0,0,1
1455,0,0,0,1
1456,1,0,0,0
1457,0,0,0,1
1458,0,1,0,0
1459,0,1,0,0
1460,0,1,0,0
1461,0,0,0,1
1462,0,0,0,1
1463,1,0,0,0
1464,0,0,1,0
1465,0,0,0,1
1466,0,1,0,0
1467,0,0,0,1
1468,0,0,0,1
1469,0,0,0,1
1470,0,0,1,0
1471,0,0,0,1
1472,1,0,0,0
1473,0,0,1,0
1474,0,1,0,0
1475,1,0,0,0
1476,1,0,0,0
1477,0,1,0,0
1478,0,0,1,0
1479,0,0,1,0
1480,0,0,0,1
1481,0,0,0,1
1482,0,1,0,0
1483,1,0,0,0
1484,0,0,0,1
1485,0,0,1,0
1486,0,0,0,1
1487,1,0,0,0
1488,0,1,0,0
1489,0,1,0,0
1490,1,0,0,0
1491,0,1,0,0
1492,0,1,0,0
1493,0,0,0,1
1494,0,0,1,0
1495,0,0,1,0
1496,0,0,1,0
1497,0,0,1,0
1498,0,0,0,1
1499,1,0,0,0
1500,0,1,0,0
1501,0,0,0,1
1502,0,0,0,1
1503,1,0,0,0
1504,0,1,0,0
1505,0,0,1,0
1506,1,0,0,0
1507,0,1,0,0
1508,1,0,0,0
1509,0,0,1,0
1510,0,0,0,1
1511,1,0,0,0
1512,0,0,0,1
1513,0,1,0,0
1514,0,0,0,1
1515,0,1,0,0
1516,0,1,0,0
1517,0,0,0,1
1518,0,1,0,0
1519,1,0,0,0
1520,0,0,0,1
1521,0,0,0,1
1522,0,1,0,0
1523,0,0,0,1
1524,0,0,0,1
1525,1,0,0,0
1526,1,0,0,0
1527,1,0,0,0
1528,0,0,1,0
1529,0,0,0,1
1530,0,0,1,0
1531,1,0,0,0
1532,0,1,0,0
1533,0,0,0,1
1534,0,0,0,1
1535,1,0,0,0
1536,0,0,1,0
1537,0,0,0,1
1538,1,0,0,0
1539,0,0,0,1
1540,0,0,1,0
1541,0,0,0,1
1542,0,0,0,1
1543,0,0,1,0
1544,0,0,1,0
1545,0,0,1,0
1546,0,0,1,0
1547,0,0,0,1
1548,0,0,0,1
1549,0,0,0,1
1550,0,0,0,1
1551,0,0,0,1
1552,0,0,1,0
1553,0,0,0,1
1554,0,0,1,0
1555,0,0,0,1
1556,0,0,1,0
1557,0,1,0,0
1558,0,1,0,0
1559,0,0,0,1
1560,0,0,0,1
1561,0,0,1,0
1562,0,0,1,0
1563,0,0,0,1
1564,0,0,0,1
1565,1,0,0,0
1566,0,0,1,0
1567,0,1,0,0
1568,0,0,0,1
1569,0,0,1,0
1570,0,0,0,1
1571,0,0,0,1
1572,0,0,0,1
1573,1,0,0,0
1574,0,1,0,0
1575,0,0,0,1
1576,1,0,0,0
1577,0,0,0,1
1578,0,0,0,1
1579,0,0,0,1
1580,0,1,0,0
1581,0,0,0,1
1582,1,0,0,0
1583,1,0,0,0
1584,0,0,1,0
1585,0,1,0,0
1586,0,0,0,1
1587,0,0,0,1
1588,0,0,1,0
1589,0,0,1,0
1590,0,0,0,1
1591,0,0,0,1
1592,1,0,0,0
1593,1,0,0,0
1594,0,0,0,1
1595,1,0,0,0
1596,0,0,1,0
1597,0,0,1,0
1598,0,0,1,0
1599,0,1,0,0
1600,0,1,0,0
1601,0,0,0,1
1602,0,0,1,0
1603,0,0,0,1
1604,1,0,0,0
1605,0,0,0,1
1606,0,1,0,0
1607,0,0,1,0
1608,0,0,0,1
1609,0,0,0,1
1610,0,0,0,1
1611,0,0,1,0
1612,0,0,0,1
1613,0,0,1,0
1614,0,1,0,0
1615,0,0,0,1
1616,0,1,0,0
1617,0,0,1,0
1618,0,0,1,0
1619,0,0,0,1
1620,0,0,1,0
1621,0,0,1,0
1622,1,0,0,0
1623,0,0,0,1
1624,0,1,0,0
1625,0,0,0,1
1626,0,0,1,0
1627,0,0,0,1
1628,0,1,0,0
1629,0,0,0,1
1630,0,1,0,0
1631,0,1,0,0
1632,0,0,0,1
1633,0,1,0,0
1634,1,0,0,0
1635,1,0,0,0
1636,0,0,1,0
1637,1,0,0,0
1638,0,0,0,1
1639,0,1,0,0
1640,1,0,0,0
1641,0,0,0,1
1642,0,1,0,0
1643,1,0,0,0
1644,0,1,0,0
1645,1,0,0,0
1646,0,0,1,0
1647,0,1,0,0
1648,0,0,0,1
1649,0,0,1,0
1650,0,0,0,1
1651,0,0,0,1
1652,0,0,0,1
1653,0,0,1,0
1654,1,0,0,0
1655,0,0,0,1
1656,0,0,0,1
1657,0,1,0,0
1658,0,0,0,1
1659,0,0,0,1
1660,0,0,1,0
1661,1,0,0,0
1662,0,0,1,0
1663,1,0,0,0
1664,0,1,0,0
1665,1,0,0,0
1666,0,0,0,1
1667,0,0,0,1
1668,0,1,0,0
1669,0,1,0,0
1670,0,0,1,0
1671,1,0,0,0
1672,0,0,0,1
1673,0,0,0,1
1674,0,1,0,0
1675,0,0,1,0
1676,0,0,0,1
1677,0,0,0,1
1678,0,0,0,1
1679,0,0,0,1
1680,0,1,0,0
1681,0,0,0,1
1682,0,0,1,0
1683,0,1,0,0
1684,0,0,0,1
1685,0,1,0,0
1686,0,0,1,0
1687,1,0,0,0
1688,0,0,0,1
1689,0,0,0,1
1690,0,0,0,1
1691,0,0,1,0
1692,1,0,0,0
1693,1,0,0,0
1694,0,0,0,1
1695,0,0,0,1
1696,0,0,0,1
1697,0,0,1,0
1698,0,0,1,0
1699,0,1,0,0
1700,0,0,1,0
1701,0,1,0,0
1702,0,1,0,0
1703,0,0,0,1
1704,0,0,0,1
1705,1,0,0,0
1706,0,0,0,1
1707,0,1,0,0
1708,0,1,0,0
1709,0,1,0,0
1710,1,0,0,0
1711,0,1,0,0
1712,0,0,0,1
1713,0,1,0,0
1714,0,0,0,1
1715,1,0,0,0
1716,0,0,0,1
1717,0,0,1,0
1718,0,0,0,1
1719,1,0,0,0
1720,0,0,1,0
1721,0,1,0,0
1722,1,0,0,0
1723,0,1,0,0
1724,1,0,0,0
1725,0,0,1,0
1726,0,0,0,1
1727,1,0,0,0
1728,0,0,0,1
1729,0,0,0,1
1730,1,0,0,0
1731,0,1,0,0
1732,0,0,0,1
1733,0,1,0,0
1734,0,1,0,0
1735,0,0,0,1
1736,0,0,0,1
1737,0,0,0,1
1738,0,0,0,1
1739,0,1,0,0
1740,0,1,0,0
1741,0,0,0,1
1742,0,0,0,1
1743,0,0,0,1
1744,1,0,0,0
1745,0,0,0,1
1746,0,0,1,0
1747,0,0,1,0
1748,0,0,1,0
1749,1,0,0,0
1750,0,0,0,1
1751,0,1,0,0
1752,1,0,0,0
1753,0,0,0,1
1754,0,0,0,1
1755,1,0,0,0
1756,0,0,0,1
1757,0,0,1,0
1758,0,1,0,0
1759,0,0,0,1
1760,0,1,0,0
1761,0,0,1,0
1762,0,0,0,1
1763,0,1,0,0
1764,0,0,0,1
1765,0,0,0,1
1766,0,0,0,1
1767,0,0,0,1
1768,0,1,0,0
1769,1,0,0,0
1770,1,0,0,0
1771,0,1,0,0
1772,0,0,0,1
1773,0,0,1,0
1774,0,0,1,0
1775,0,0,1,0
1776,0,0,1,0
1777,0,0,1,0
1778,1,0,0,0
1779,0,0,0,1
1780,0,0,0,1
1781,0,0,0,1
1782,0,1,0,0
1783,0,0,0,1
1784,0,1,0,0
1785,0,0,1,0
1786,0,0,0,1
1787,0,0,0,1
1788,0,0,1,0
1789,0,0,0,1
1790,0,0,1,0
1791,0,0,0,1
1792,0,0,0,1
1793,0,1,0,0
1794,1,0,0,0
1795,0,1,0,0
1796,1,0,0,0
1797,0,1,0,0
1798,0,0,0,1
1799,0,0,0,1
1800,1,0,0,0
1801,0,0,0,1
1802,1,0,0,0
1803,0,0,0,1
1804,0,0,0,1
1805,0,0,0,1
1806,0,0,0,1
1807,0,0,1,0
1808,0,0,1,0
1809,0,0,1,0
1810,0,0,0,1
1811,0,1,0,0
1812,1,0,0,0
1813,1,0,0,0
1814,1,0,0,0
1815,0,0,0,1
1816,0,0,0,1
1817,0,0,0,1
1818,0,0,1,0
1819,0,0,1,0
1820,0,0,0,1
1821,0,1,0,0
1822,0,0,0,1
1823,1,0,0,0
1824,0,0,0,1
1825,0,0,0,1
1826,1,0,0,0
1827,0,0,0,1
1828,1,0,0,0
1829,0,0,0,1
1830,0,1,0,0
1831,0,0,0,1
1832,0,0,0,1
1833,0,0,1,0
1834,1,0,0,0
1835,0,1,0,0
1836,0,1,0,0
1837,0,1,0,0
1838,0,1,0,0
1839,0,0,0,1
1840,0,0,1,0
1841,1,0,0,0
1842,0,1,0,0
1843,0,1,0,0
1844,0,0,0,1
1845,0,0,0,1
1846,0,1,0,0
1847,0,0,1,0
1848,0,0,1,0
1849,0,0,0,1
1850,0,0,1,0
1851,0,0,0,1
1852,0,1,0,0
1853,1,0,0,0
1854,0,1,0,0
1855,0,0,0,1
1856,0,0,0,1
1857,0,1,0,0
1858,0,0,1,0
1859,0,0,1,0
1860,0,0,1,0
1861,1,0,0,0
1862,0,1,0,0
1863,0,0,0,1
1864,0,0,1,0
1865,0,0,0,1
1866,1,0,0,0
1867,0,0,0,1
1868,0,0,0,1
1869,1,0,0,0
1870,0,0,1,0
1871,0,0,0,1
1872,1,0,0,0
1873,1,0,0,0
1874,1,0,0,0
1875,0,1,0,0
1876,1,0,0,0
1877,0,0,0,1
1878,0,0,1,0
1879,0,1,0,0
1880,0,0,0,1
1881,0,0,0,1
1882,0,1,0,0
1883,0,1,0,0
1884,0,0,1,0
1885,0,0,0,1
1886,0,0,1,0
1887,0,0,0,1
1888,0,0,1,0
1889,1,0,0,0
1890,0,1,0,0
1891,0,0,0,1
1892,0,0,0,1
1893,1,0,0,0
1894,0,0,1,0
1895,1,0,0,0
1896,0,0,0,1
1897,0,0,0,1
1898,0,0,1,0
1899,0,0,0,1
1900,0,0,0,1
1901,0,0,0,1
1902,1,0,0,0
1903,0,0,1,0
1904,0,1,0,0
1905,0,1,0,0
1906,0,0,0,1
1907,0,0,0,1
1908,0,0,1,0
1909,0,1,0,0
1910,0,0,0,1
1911,0,0,1,0
1912,1,0,0,0
1913,0,1,0,0
1914,0,0,0,1
1915,0,0,0,1
1916,0,0,0,1
1917,0,0,0,1
1918,0,0,0,1
1919,1,0,0,0
1920,0,0,0,1
1921,0,0,0,1
1922,0,0,0,1
1923,0,1,0,0
1924,0,1,0,0
1925,0,1,0,0
1926,1,0,0,0
1927,1,0,0,0
1928,0,0,0,1
1929,0,0,0,1
1930,0,1,0,0
1931,0,0,0,1
1932,0,1,0,0
1933,0,0,1,0
1934,1,0,0,0
1935,0,1,0,0
1936,0,0,1,0
1937,0,0,0,1
1938,0,0,1,0
1939,0,0,0,1
1940,0,0,0,1
1941,1,0,0,0
1942,0,1,0,0
1943,0,0,0,1
1944,0,1,0,0
1945,0,0,0,1
1946,1,0,0,0
1947,0,1,0,0
1948,0,0,1,0
1949,0,1,0,0
1950,0,0,0,1
1951,0,0,1,0
1952,0,0,0,1
1953,0,0,0,1
1954,0,0,1,0
1955,1,0,0,0
1956,0,1,0,0
1957,0,0,0,1
1958,0,1,0,0
1959,0,0,1,0
1960,1,0,0,0
1961,0,0,0,1
1962,0,0,0,1
1963,0,0,0,1
1964,1,0,0,0
1965,0,0,0,1
1966,0,1,0,0
1967,0,0,0,1
1968,0,1,0,0
1969,0,0,0,1
1970,1,0,0,0
1971,0,1,0,0
1972,0,0,1,0
1973,0,1,0,0
1974,1,0,0,0
1975,0,0,0,1
1976,0,0,0,1
1977,0,0,1,0
1978,0,1,0,0
1979,0,0,0,1
1980,0,0,1,0
1981,0,0,0,1
1982,0,0,1,0
1983,0,0,0,1
1984,0,1,0,0
1985,0,0,1,0
1986,0,0,1,0
1987,0,0,1,0
1988,0,0,0,1
1989,0,1,0,0
1990,0,0,0,1
1991,0,0,1,0
1992,0,1,0,0
1993,0,1,0,0
1994,1,0,0,0
1995,0,0,1,0
1996,0,0,1,0
1997,0,1,0,0
1998,0,1,0,0
1999,1,0,0,0
2000,0,0,1,0
2001,0,1,0,0
2002,0,0,1,0
2003,0,1,0,0
2004,0,0,0,1
2005,0,0,0,1
2006,0,0,0,1
2007,0,0,0,1
2008,1,0,0,0
2009,1,0,0,0
2010,0,0,0,1
2011,0,1,0,0
2012,0,0,0,1
2013,0,1,0,0
2014,0,1,0,0
2015,0,0,0,1
2016,1,0,0,0
2017,0,0,0,1
2018,0,1,0,0
2019,0,0,0,1
2020,0,0,1,0
2021,0,0,0,1
2022,0,0,0,1
2023,0,1,0,0
2024,0,0,1,0
2025,0,0,0,1
2026,0,0,0,1
2027,0,1,0,0
2028,1,0,0,0
2029,0,0,1,0
2030,0,0,0,1
2031,0,0,0,1
2032,0,1,0,0
2033,0,0,0,1
2034,0,1,0,0
2035,0,0,1,0
2036,1,0,0,0
2037,0,0,0,1
2038,0,0,1,0
2039,0,1,0,0
2040,1,0,0,0
2041,0,0,0,1
2042,1,0,0,0
2043,0,1,0,0
2044,0,0,1,0
2045,0,0,0,1
2046,0,0,1,0
2047,0,0,1,0
2048,1,0,0,0
2049,0,1,0,0
2050,0,1,0,0
2051,1,0,0,0
2052,0,0,0,1
2053,0,0,1,0
2054,0,0,0,1
2055,1,0,0,0
2056,0,1,0,0
2057,0,1,0,0
2058,0,0,0,1
2059,0,1,0,0
2060,0,0,0,1
2061,0,0,1,0
2062,0,0,0,1
2063,1,0,0,0
2064,0,1,0,0
2065,0,1,0,0
2066,0,0,0,1
2067,0,0,0,1
2068,0,0,0,1
2069,1,0,0,0
2070,0,0,1,0
2071,0,1,0,0
2072,1,0,0,0
2073,1,0,0,0
2074,0,1,0,0
2075,1,0,0,0
2076,0,0,1,0
2077,1,0,0,0
2078,0,1,0,0
2079,0,0,0,1
2080,0,0,0,1
2081,0,0,0,1
2082,0,0,0,1
2083,0,0,1,0
2084,0,0,1,0
2085,0,0,1,0
2086,0,0,1,0
2087,1,0,0,0
2088,0,0,0,1
2089,1,0,0,0
2090,0,0,0,1
2091,1,0,0,0
2092,0,0,0,1
2093,0,0,1,0
2094,0,0,1,0
2095,0,1,0,0
2096,0,0,0,1
2097,0,0,0,1
2098,0,0,0,1
2099,0,0,0,1
2100,0,0,1,0
2101,0,1,0,0
2102,0,0,1,0
2103,0,1,0,0
2104,0,0,1,0
2105,1,0,0,0
2106,0,0,0,1
2107,0,0,0,1
2108,0,0,0,1
2109,0,0,1,0
2110,0,0,0,1
2111,0,0,1,0
2112,1,0,0,0
2113,0,0,0,1
2114,0,0,1,0
2115,0,0,0,1
2116,0,0,0,1
2117,0,0,0,1
2118,1,0,0,0
2119,1,0,0,0
2120,0,0,1,0
2121,0,0,0,1
2122,0,1,0,0
2123,1,0,0,0
2124,0,0,1,0
2125,0,1,0,0
2126,0,0,0,1
2127,0,0,1,0
2128,1,0,0,0
2129,0,0,0,1
2130,0,0,0,1
2131,0,0,1,0
2132,1,0,0,0
2133,0,1,0,0
2134,1,0,0,0
2135,1,0,0,0
2136,0,0,0,1
2137,0,0,1,0
2138,1,0,0,0
2139,0,0,0,1
2140,0,0,0,1
2141,1,0,0,0
2142,0,0,0,1
2143,0,1,0,0
2144,0,0,1,0
2145,0,0,0,1
2146,0,0,0,1
2147,1,0,0,0
2148,0,0,0,1
2149,1,0,0,0
2150,0,0,1,0
2151,1,0,0,0
2152,0,1,0,0
2153,0,0,0,1
2154,0,0,0,1
2155,0,0,0,1
2156,0,0,1,0
2157,0,1,0,0
2158,0,0,1,0
2159,0,0,0,1
2160,0,0,0,1
2161,0,0,0,1
2162,0,0,0,1
2163,0,0,1,0
2164,0,0,1,0
2165,0,0,1,0
2166,0,1,0,0
2167,0,1,0,0
2168,0,1,0,0
2169,0,1,0,0
2170,0,0,0,1
2171,0,0,0,1
2172,1,0,0,0
2173,0,1,0,0
2174,0,1,0,0
2175,0,0,0,1
2176,0,1,0,0
2177,0,0,0,1
2178,0,0,0,1
2179,0,1,0,0
2180,0,0,0,1
2181,0,1,0,0
2182,1,0,0,0
2183,0,0,0,1
2184,0,1,0,0
2185,0,0,1,0
2186,1,0,0,0
2187,0,0,0,1
2188,0,0,0,1
2189,0,0,1,0
2190,0,1,0,0
2191,0,0,1,0
2192,0,1,0,0
2193,0,0,1,0
2194,0,0,0,1
2195,0,0,0,1
2196,0,0,0,1
2197,1,0,0,0
2198,1,0,0,0
2199,1,0,0,0
2200,0,0,1,0
2201,0,0,0,1
2202,1,0,0,0
2203,0,0,0,1
2204,0,1,0,0
2205,1,0,0,0
2206,0,0,0,1
2207,0,1,0,0
2208,0,0,1,0
2209,0,0,1,0
2210,0,0,0,1
2211,0,0,0,1
2212,1,0,0,0
2213,1,0,0,0
2214,0,0,0,1
2215,0,0,0,1
2216,0,0,0,1
2217,0,0,0,1
2218,0,0,0,1
2219,0,0,1,0
2220,0,0,1,0
2221,1,0,0,0
2222,0,0,0,1
2223,0,0,1,0
2224,1,0,0,0
2225,0,1,0,0
2226,0,0,0,1
2227,0,1,0,0
2228,0,0,1,0
2229,0,1,0,0
2230,0,0,1,0
2231,0,0,1,0
2232,0,0,0,1
2233,1,0,0,0
2234,0,0,0,1
2235,0,0,0,1
2236,1,0,0,0
2237,0,0,0,1
2238,0,1,0,0
2239,0,0,0,1
2240,0,0,0,1
2241,0,0,1,0
2242,0,0,0,1
2243,0,1,0,0
2244,0,1,0,0
2245,0,1,0,0
2246,1,0,0,0
2247,0,0,1,0
2248,0,0,0,1
2249,0,0,0,1
2250,0,0,0,1
2251,0,1,0,0
2252,0,0,0,1
2253,0,0,1,0
2254,1,0,0,0
2255,0,0,1,0
2256,0,1,0,0
2257,0,0,1,0
2258,0,0,0,1
2259,0,0,0,1
2260,1,0,0,0
2261,0,0,0,1
2262,0,0,0,1
2263,0,0,1,0
2264,1,0,0,0
2265,0,1,0,0
2266,1,0,0,0
2267,1,0,0,0
2268,0,0,0,1
2269,0,1,0,0
2270,1,0,0,0
2271,0,0,0,1
2272,1,0,0,0
2273,1,0,0,0
2274,1,0,0,0
2275,1,0,0,0
2276,0,0,0,1
2277,0,0,1,0
2278,1,0,0,0
2279,0,1,0,0
2280,0,1,0,0
2281,1,0,0,0
2282,0,0,0,1
2283,0,0,0,1
2284,0,0,0,1
2285,0,0,0,1
2286,0,0,1,0
2287,0,0,0,1
2288,1,0,0,0
2289,0,0,1,0
2290,0,0,1,0
2291,1,0,0,0
2292,1,0,0,0
2293,0,0,0,1
2294,1,0,0,0
2295,0,1,0,0
2296,0,1,0,0
2297,1,0,0,0
2298,0,0,0,1
2299,0,1,0,0
2300,1,0,0,0
2301,1,0,0,0
2302,0,0,0,1
2303,1,0,0,0
2304,0,0,0,1
2305,0,1,0,0
2306,0,0,0,1
2307,0,1,0,0
2308,0,0,1,0
2309,0,0,0,1
2310,0,0,0,1
2311,0,1,0,0
2312,1,0,0,0
2313,0,0,0,1
2314,0,0,1,0
2315,1,0,0,0
2316,0,1,0,0
2317,0,0,0,1
2318,0,1,0,0
2319,0,0,0,1
2320,0,0,0,1
2321,1,0,0,0
2322,0,0,0,1
2323,0,0,0,1
2324,1,0,0,0
2325,0,0,1,0
2326,0,1,0,0
2327,0,0,1,0
2328,0,0,0,1
2329,0,0,0,1
2330,1,0,0,0
2331,0,1,0,0
2332,0,1,0,0
2333,0,0,1,0
2334,0,1,0,0
2335,0,1,0,0
2336,1,0,0,0
2337,1,0,0,0
2338,1,0,0,0
2339,1,0,0,0
2340,0,0,1,0
2341,0,0,0,1
2342,1,0,0,0
2343,0,0,0,1
2344,0,0,0,1
2345,1,0,0,0
2346,0,0,0,1
2347,0,1,0,0
2348,0,1,0,0
2349,0,1,0,0
2350,0,0,1,0
2351,0,0,0,1
2352,0,0,1,0
2353,0,0,0,1
2354,0,0,1,0
2355,0,1,0,0
2356,0,0,0,1
2357,0,1,0,0
2358,0,0,0,1
2359,1,0,0,0
2360,1,0,0,0
2361,0,0,0,1
2362,1,0,0,0
2363,0,0,1,0
2364,1,0,0,0
2365,0,0,1,0
2366,1,0,0,0
2367,0,0,0,1
2368,0,1,0,0
2369,0,1,0,0
2370,0,0,0,1
2371,0,1,0,0
2372,0,0,0,1
2373,0,0,0,1
2374,0,0,0,1
2375,0,0,0,1
2376,0,0,0,1
2377,1,0,0,0
2378,1,0,0,0
2379,1,0,0,0
2380,0,1,0,0
2381,0,0,0,1
2382,0,1,0,0
2383,1,0,0,0
2384,0,0,0,1
2385,0,1,0,0
2386,0,0,0,1
2387,0,1,0,0
2388,0,0,0,1
2389,1,0,0,0
2390,0,0,0,1
2391,0,0,1,0
2392,1,0,0,0
2393,0,0,1,0
2394,0,1,0,0
2395,0,0,1,0
2396,0,0,0,1
2397,0,0,0,1
2398,0,0,0,1
2399,0,0,0,1
2400,0,0,1,0
2401,0,0,0,1
2402,1,0,0,0
2403,0,0,1,0
2404,0,0,0,1
2405,0,0,1,0
2406,0,0,0,1
2407,0,1,0,0
2408,0,0,0,1
2409,0,0,1,0
2410,0,1,0,0
2411,0,1,0,0
2412,0,0,0,1
2413,0,0,0,1
2414,0,0,1,0
2415,0,0,0,1
2416,0,0,0,1
2417,0,0,1,0
2418,1,0,0,0
2419,0,0,0,1
2420,0,0,1,0
2421,0,0,0,1
2422,0,0,1,0
2423,1,0,0,0
2424,0,0,0,1
2425,0,0,1,0
2426,0,0,1,0
2427,0,0,1,0
2428,0,0,0,1
2429,0,0,0,1
2430,1,0,0,0
2431,0,0,0,1
2432,0,0,0,1
2433,0,0,0,1
2434,0,1,0,0
2435,0,1,0,0
2436,0,0,0,1
2437,0,0,0,1
2438,0,0,1,0
2439,0,1,0,0
2440,0,0,0,1
2441,0,1,0,0
2442,0,0,0,1
2443,0,0,1,0
2444,1,0,0,0
2445,1,0,0,0
2446,0,0,0,1
2447,0,0,1,0
2448,0,0,0,1
2449,1,0,0,0
2450,1,0,0,0
2451,0,1,0,0
2452,1,0,0,0
2453,1,0,0,0
2454,0,1,0,0
2455,0,1,0,0
2456,1,0,0,0
2457,0,1,0,0
2458,0,0,0,1
2459,0,1,0,0
2460,0,0,0,1
2461,0,0,0,1
2462,1,0,0,0
2463,1,0,0,0
2464,0,0,0,1
2465,0,0,1,0
2466,0,0,1,0
2467,0,0,0,1
2468,1,0,0,0
2469,0,0,1,0
2470,1,0,0,0
2471,0,1,0,0
2472,1,0,0,0
2473,0,0,0,1
2474,1,0,0,0
2475,0,0,1,0
2476,1,0,0,0
2477,0,1,0,0
2478,0,0,0,1
2479,1,0,0,0
2480,0,0,0,1
2481,0,0,0,1
2482,1,0,0,0
2483,0,0,0,1
2484,0,0,0,1
2485,1,0,0,0
2486,0,0,0,1
2487,0,0,1,0
2488,0,0,0,1
2489,0,0,0,1
2490,0,0,0,1
2491,1,0,0,0
2492,1,0,0,0
2493,0,0,0,1
2494,0,1,0,0
2495,0,1,0,0
2496,0,0,0,1
2497,0,0,0,1
2498,0,0,0,1
2499,1,0,0,0
2500,0,0,0,1
2501,0,0,0,1
2502,0,1,0,0
2503,0,0,0,1
2504,1,0,0,0
2505,0,0,1,0
2506,0,0,0,1
2507,0,1,0,0
2508,1,0,0,0
2509,0,1,0,0
2510,0,0,0,1
2511,0,0,0,1
2512,0,0,0,1
2513,0,0,0,1
2514,0,0,0,1
2515,1,0,0,0
2516,0,0,1,0
2517,0,0,0,1
2518,0,0,0,1
2519,0,0,0,1
2520,1,0,0,0
2521,0,1,0,0
2522,0,0,0,1
2523,1,0,0,0
2524,0,1,0,0
2525,0,0,0,1
2526,0,0,1,0
2527,1,0,0,0
2528,0,1,0,0
2529,0,0,0,1
2530,0,0,0,1
2531,1,0,0,0
2532,0,1,0,0
2533,0,0,0,1
2534,0,0,0,1
2535,0,0,0,1
2536,0,1,0,0
2537,0,0,0,1
2538,0,0,1,0
2539,0,1,0,0
2540,0,1,0,0
2541,0,0,1,0
2542,0,1,0,0
2543,0,0,0,1
2544,0,1,0,0
2545,1,0,0,0
2546,1,0,0,0
2547,0,0,0,1
2548,0,1,0,0
2549,0,0,0,1
2550,1,0,0,0
2551,1,0,0,0
2552,0,0,0,1
2553,0,0,0,1
2554,1,0,0,0
2555,0,0,0,1
2556,1,0,0,0
2557,1,0,0,0
2558,0,0,0,1
2559,1,0,0,0
2560,0,0,1,0
2561,0,0,1,0
2562,0,1,0,0
2563,1,0,0,0
2564,0,1,0,0
2565,0,0,1,0
2566,0,0,0,1
2567,1,0,0,0
2568,1,0,0,0
2569,0,1,0,0
2570,1,0,0,0
2571,0,0,0,1
2572,1,0,0,0
2573,0,1,0,0
2574,1,0,0,0
2575,1,0,0,0
2576,0,0,0,1
2577,0,0,0,1
2578,0,0,0,1
2579,0,0,1,0
2580,0,1,0,0
2581,0,0,1,0
2582,0,1,0,0
2583,0,0,0,1
2584,0,0,0,1
2585,0,0,0,1
2586,1,0,0,0
2587,0,1,0,0
2588,1,0,0,0
2589,0,1,0,0
2590,0,1,0,0
2591,0,0,0,1
2592,0,0,0,1
2593,0,0,0,1
2594,0,0,0,1
2595,0,0,0,1
2596,0,0,1,0
2597,1,0,0,0
2598,0,0,0,1
2599,0,0,0,1
2600,0,0,0,1
2601,1,0,0,0
2602,0,0,0,1
2603,0,1,0,0
2604,0,0,0,1
2605,0,0,0,1
2606,0,0,0,1
2607,1,0,0,0
2608,0,0,0,1
2609,1,0,0,0
2610,1,0,0,0
2611,0,0,0,1
2612,0,0,0,1
2613,0,0,0,1
2614,0,1,0,0
2615,0,1,0,0
2616,0,0,0,1
2617,1,0,0,0
2618,1,0,0,0
2619,0,0,1,0
2620,0,1,0,0
2621,0,0,0,1
2622,0,0,0,1
2623,0,0,1,0
2624,0,0,0,1
2625,0,1,0,0
2626,1,0,0,0
2627,0,0,0,1
2628,0,0,0,1
2629,0,0,0,1
